TotalRevenue,TotalOrders,FirstPurchase,LastPurchase,RetentionPeriodDays,AverageOrderValue,RevenueSegment,RegionSegment,RetentionPeriodYears,PurchaseFrequency,CLTV
298.9,22,2010-03-15 17:16:00,2010-03-15 17:16:00,0,13.586363636363636,Medium,United Kingdom,0.0,0.0,0.0
466.67,86,2010-06-11 15:03:00,2010-11-12 15:20:00,154,5.426395348837209,Medium,United Kingdom,0.42191780821917807,203.83116883116884,467.0
596.28,35,2010-05-28 11:49:00,2010-11-23 12:14:00,179,17.036571428571428,High,United Kingdom,0.4904109589041096,71.36871508379889,597.0
717.62,21,2010-02-19 12:02:00,2010-02-19 12:02:00,0,34.172380952380955,High,United Kingdom,0.0,0.0,0.0
522.67,53,2010-05-17 15:46:00,2010-11-17 17:16:00,184,9.861698113207547,High,United Kingdom,0.5041095890410959,105.13586956521738,523.0
400.3,24,2010-11-02 11:48:00,2010-11-02 11:48:00,0,16.679166666666667,Medium,United Kingdom,0.0,0.0,0.0
232.05,34,2010-06-17 12:28:00,2010-06-17 12:28:00,0,6.825,Medium,United Kingdom,0.0,0.0,0.0
167.35,7,2010-04-25 13:26:00,2010-04-25 13:26:00,0,23.907142857142855,Medium,United Kingdom,0.0,0.0,0.0
1021.38,184,2010-01-05 14:12:00,2010-11-17 15:31:00,316,5.550978260869565,VIP,United Kingdom,0.8657534246575342,212.53164556962025,1022.0
2143.53,154,2009-12-03 07:57:00,2010-11-30 16:26:00,362,13.919025974025976,VIP,United Kingdom,0.9917808219178083,155.27624309392266,2144.0
818.29,50,2010-03-17 12:14:00,2010-03-17 12:14:00,0,16.3658,High,United Kingdom,0.0,0.0,0.0
1039.8500000000001,59,2010-02-17 12:40:00,2010-09-13 12:01:00,207,17.62457627118644,VIP,United Kingdom,0.5671232876712329,104.03381642512078,1040.0
747.28,69,2010-06-06 13:42:00,2010-11-11 12:20:00,157,10.830144927536232,High,United Kingdom,0.4301369863013699,160.4140127388535,748.0
5854.84,344,2010-01-28 15:43:00,2010-11-05 13:42:00,280,17.019883720930235,VIP,United Kingdom,0.7671232876712328,448.42857142857144,5855.0
283.85,35,2010-01-17 14:56:00,2010-05-20 12:59:00,122,8.110000000000001,Medium,United Kingdom,0.33424657534246577,104.71311475409836,284.0
734.57,63,2010-08-01 15:23:00,2010-10-27 14:00:00,86,11.659841269841271,High,United Kingdom,0.2356164383561644,267.3837209302325,735.0
224.94,45,2010-02-03 14:16:00,2010-06-13 11:39:00,129,4.998666666666667,Medium,United Kingdom,0.35342465753424657,127.32558139534883,225.0
112.34,5,2010-06-29 15:02:00,2010-06-29 15:02:00,0,22.468,Medium,United Kingdom,0.0,0.0,0.0
658.95,32,2010-01-12 13:22:00,2010-01-12 13:22:00,0,20.5921875,High,United Kingdom,0.0,0.0,0.0
1805.32,206,2009-12-02 13:57:00,2010-11-24 13:36:00,356,8.76368932038835,VIP,United Kingdom,0.9753424657534246,211.2078651685393,1806.0
462.08,22,2010-11-16 13:43:00,2010-11-16 13:43:00,0,21.003636363636364,Medium,United Kingdom,0.0,0.0,0.0
301.26,21,2010-04-22 10:50:00,2010-04-22 10:50:00,0,14.345714285714285,Medium,United Kingdom,0.0,0.0,0.0
449.81,25,2010-11-25 16:12:00,2010-11-25 16:12:00,0,17.9924,Medium,United Kingdom,0.0,0.0,0.0
607.43,37,2010-03-09 14:03:00,2010-08-08 14:32:00,152,16.417027027027025,High,United Kingdom,0.41643835616438357,88.84868421052632,608.0
310.14,16,2010-02-01 14:44:00,2010-02-01 14:44:00,0,19.38375,Medium,United Kingdom,0.0,0.0,0.0
5578.5,28,2010-02-11 17:34:00,2010-10-22 09:48:00,252,199.23214285714286,VIP,United Kingdom,0.6904109589041096,40.55555555555555,5579.0
1526.88,75,2010-04-07 10:59:00,2010-11-10 12:03:00,217,20.358400000000003,VIP,United Kingdom,0.5945205479452055,126.15207373271889,1527.0
3486.41,260,2010-01-10 14:26:00,2010-11-30 11:57:00,323,13.40926923076923,VIP,United Kingdom,0.8849315068493151,293.8080495356037,3487.0
1928.1299999999999,100,2009-12-01 09:46:00,2010-09-23 10:06:00,296,19.281299999999998,VIP,United Kingdom,0.810958904109589,123.3108108108108,1929.0
312.93,19,2010-09-29 10:05:00,2010-09-29 10:05:00,0,16.47,Medium,United Kingdom,0.0,0.0,0.0
405.0,4,2010-04-07 15:33:00,2010-04-07 15:33:00,0,101.25,Medium,United Kingdom,0.0,0.0,0.0
1016.47,44,2009-12-05 13:17:00,2010-03-09 07:37:00,93,23.10159090909091,VIP,United Kingdom,0.2547945205479452,172.68817204301075,1017.0
159.92,48,2010-10-03 12:23:00,2010-10-03 12:33:00,0,3.3316666666666666,Medium,United Kingdom,0.0,0.0,0.0
1637.33,74,2009-12-08 12:48:00,2010-11-22 15:19:00,349,22.12608108108108,VIP,United Kingdom,0.9561643835616438,77.39255014326648,1638.0
326.25,58,2010-11-05 12:00:00,2010-11-05 12:13:00,0,5.625,Medium,United Kingdom,0.0,0.0,0.0
1393.56,61,2010-04-15 12:55:00,2010-08-02 10:31:00,108,22.845245901639345,VIP,United Kingdom,0.2958904109589041,206.1574074074074,1394.0
1764.02,106,2009-12-01 18:13:00,2010-11-04 14:46:00,337,16.641698113207546,VIP,United Kingdom,0.9232876712328767,114.80712166172107,1765.0
1304.88,100,2010-06-30 16:35:00,2010-12-08 14:46:00,160,13.048800000000002,VIP,United Kingdom,0.4383561643835616,228.125,1305.0
1451.66,76,2010-01-26 08:44:00,2010-11-30 13:55:00,308,19.100789473684213,VIP,United Kingdom,0.8438356164383561,90.06493506493507,1452.0
132.65,8,2010-11-23 09:44:00,2010-11-23 09:44:00,0,16.58125,Medium,United Kingdom,0.0,0.0,0.0
1475.77,96,2010-02-25 17:37:00,2010-12-06 09:21:00,283,15.372604166666667,VIP,United Kingdom,0.7753424657534247,123.81625441696113,1476.0
152.2,9,2010-08-09 08:19:00,2010-08-09 08:19:00,0,16.91111111111111,Medium,United Kingdom,0.0,0.0,0.0
3600.67,163,2009-12-02 11:43:00,2010-11-24 16:41:00,357,22.09,VIP,United Kingdom,0.9780821917808219,166.65266106442579,3601.0
1347.54,63,2010-04-27 09:59:00,2010-11-30 08:24:00,216,21.38952380952381,VIP,United Kingdom,0.5917808219178082,106.45833333333333,1348.0
699.2,38,2010-04-23 12:50:00,2010-07-28 10:48:00,95,18.400000000000002,High,United Kingdom,0.2602739726027397,146.0,700.0
3386.33,129,2010-02-05 13:17:00,2010-11-21 16:10:00,289,26.25062015503876,VIP,United Kingdom,0.7917808219178082,162.92387543252596,3387.0
3321.68,171,2010-02-17 09:05:00,2010-10-19 14:09:00,244,19.42502923976608,VIP,United Kingdom,0.6684931506849315,255.79918032786884,3322.0
306.64,40,2010-11-04 16:10:00,2010-11-04 16:10:00,0,7.6659999999999995,Medium,United Kingdom,0.0,0.0,0.0
325.24,17,2010-04-15 14:58:00,2010-04-15 14:58:00,0,19.131764705882354,Medium,United Kingdom,0.0,0.0,0.0
1352.35,84,2010-02-19 13:21:00,2010-11-19 10:58:00,272,16.09940476190476,VIP,United Kingdom,0.7452054794520548,112.72058823529412,1353.0
1858.04,86,2010-03-03 10:11:00,2010-11-24 13:55:00,266,21.605116279069765,VIP,United Kingdom,0.7287671232876712,118.00751879699249,1859.0
1711.6599999999999,106,2010-07-23 13:29:00,2010-11-18 13:06:00,117,16.147735849056602,VIP,United Kingdom,0.32054794520547947,330.6837606837607,1712.0
43.25,7,2009-12-04 10:48:00,2010-10-15 15:46:00,315,6.178571428571429,Low,United Kingdom,0.863013698630137,8.11111111111111,44.0
6638.650000000001,293,2009-12-11 14:28:00,2010-11-21 11:52:00,344,22.65750853242321,VIP,United Kingdom,0.9424657534246575,310.88662790697674,6639.0
195.0,5,2010-10-28 15:05:00,2010-10-28 15:05:00,0,39.0,Medium,United Kingdom,0.0,0.0,0.0
172.6,64,2010-11-10 10:50:00,2010-11-10 10:50:00,0,2.696875,Medium,United Kingdom,0.0,0.0,0.0
233.53000000000003,12,2009-12-09 11:40:00,2009-12-09 11:40:00,0,19.460833333333337,Medium,United Kingdom,0.0,0.0,0.0
240.68,14,2010-10-03 10:41:00,2010-10-03 10:41:00,0,17.19142857142857,Medium,United Kingdom,0.0,0.0,0.0
243.9,13,2010-03-30 16:53:00,2010-06-18 17:30:00,80,18.76153846153846,Medium,United Kingdom,0.2191780821917808,59.3125,244.0
551.24,106,2010-07-07 17:25:00,2010-10-31 11:32:00,115,5.200377358490566,High,United Kingdom,0.3150684931506849,336.4347826086957,552.0
281.26,50,2009-12-04 16:52:00,2010-08-03 12:13:00,241,5.6251999999999995,Medium,United Kingdom,0.6602739726027397,75.72614107883818,282.0
7700.55,452,2009-12-04 14:14:00,2010-08-25 13:05:00,263,17.03661504424779,VIP,United Kingdom,0.7205479452054795,627.3003802281369,7701.0
258.6,10,2010-09-08 10:00:00,2010-09-08 10:00:00,0,25.860000000000003,Medium,United Kingdom,0.0,0.0,0.0
529.75,79,2010-03-28 14:48:00,2010-11-14 11:34:00,230,6.705696202531645,High,United Kingdom,0.6301369863013698,125.36956521739131,530.0
337.04,26,2010-11-03 13:44:00,2010-11-24 14:44:00,21,12.963076923076924,Medium,United Kingdom,0.057534246575342465,451.9047619047619,338.0
11880.84,45,2010-09-27 16:30:00,2010-09-27 16:30:00,0,264.01866666666666,VIP,United Kingdom,0.0,0.0,0.0
375.5,5,2010-03-14 14:11:00,2010-03-14 14:11:00,0,75.1,Medium,United Kingdom,0.0,0.0,0.0
349.5,3,2010-09-21 10:27:00,2010-09-21 10:27:00,0,116.5,Medium,United Kingdom,0.0,0.0,0.0
212.78,54,2010-11-08 17:34:00,2010-11-08 17:34:00,0,3.9403703703703705,Medium,United Kingdom,0.0,0.0,0.0
1626.08,43,2010-10-15 13:28:00,2010-10-27 09:57:00,11,37.81581395348837,VIP,United Kingdom,0.030136986301369864,1426.8181818181818,1627.0
2011.82,106,2009-12-07 11:29:00,2010-11-30 18:21:00,358,18.97943396226415,VIP,United Kingdom,0.9808219178082191,108.07262569832403,2012.0
131443.19,957,2009-12-04 15:26:00,2010-12-01 12:12:00,361,137.34920585161964,VIP,United Kingdom,0.989041095890411,967.6038781163435,131444.0
266.6,6,2010-05-11 11:07:00,2010-05-11 11:07:00,0,44.43333333333334,Medium,United Kingdom,0.0,0.0,0.0
2020.4,24,2010-02-11 14:17:00,2010-10-14 09:44:00,244,84.18333333333334,VIP,United Kingdom,0.6684931506849315,35.90163934426229,2021.0
451.73,38,2010-01-27 09:02:00,2010-04-22 11:52:00,85,11.887631578947369,Medium,United Kingdom,0.2328767123287671,163.1764705882353,452.0
455.57,23,2010-06-07 13:03:00,2010-06-07 13:03:00,0,19.807391304347824,Medium,United Kingdom,0.0,0.0,0.0
348.34,46,2010-02-07 10:53:00,2010-10-18 11:38:00,253,7.572608695652173,Medium,United Kingdom,0.6931506849315069,66.36363636363636,349.0
161.0,9,2010-09-19 12:39:00,2010-09-19 12:39:00,0,17.88888888888889,Medium,United Kingdom,0.0,0.0,0.0
135.18,5,2010-09-20 11:40:00,2010-09-20 11:40:00,0,27.036,Medium,United Kingdom,0.0,0.0,0.0
326.06,36,2010-10-20 13:11:00,2010-10-20 13:11:00,0,9.057222222222222,Medium,United Kingdom,0.0,0.0,0.0
1323.47,56,2010-03-25 17:19:00,2010-12-01 10:29:00,250,23.63339285714286,VIP,United Kingdom,0.684931506849315,81.76,1324.0
300.38,18,2010-03-23 09:18:00,2010-03-23 09:18:00,0,16.68777777777778,Medium,United Kingdom,0.0,0.0,0.0
2559.45,107,2010-06-21 11:57:00,2010-10-06 10:05:00,106,23.920093457943924,VIP,United Kingdom,0.29041095890410956,368.44339622641513,2560.0
1263.7,72,2010-01-11 10:40:00,2010-09-19 15:17:00,251,17.55138888888889,VIP,United Kingdom,0.6876712328767123,104.70119521912352,1264.0
329.04,7,2010-04-06 12:54:00,2010-10-12 10:22:00,188,47.00571428571429,Medium,United Kingdom,0.5150684931506849,13.590425531914894,330.0
1540.2,79,2009-12-15 19:04:00,2010-10-29 15:05:00,317,19.49620253164557,VIP,United Kingdom,0.8684931506849315,90.96214511041009,1541.0
537.58,23,2010-04-08 11:16:00,2010-04-08 11:16:00,0,23.373043478260872,High,United Kingdom,0.0,0.0,0.0
740.76,80,2010-05-05 16:48:00,2010-10-27 16:18:00,174,9.2595,High,United Kingdom,0.4767123287671233,167.816091954023,741.0
161.35,30,2010-08-31 13:57:00,2010-08-31 13:57:00,0,5.378333333333333,Medium,United Kingdom,0.0,0.0,0.0
7348.3,423,2010-03-11 15:33:00,2010-12-02 08:52:00,265,17.371867612293144,VIP,United Kingdom,0.726027397260274,582.622641509434,7349.0
318.29,22,2010-08-11 09:40:00,2010-09-08 16:17:00,28,14.467727272727274,Medium,United Kingdom,0.07671232876712329,286.7857142857143,319.0
1741.4,188,2010-05-17 14:36:00,2010-11-11 12:40:00,177,9.26276595744681,VIP,United Kingdom,0.4849315068493151,387.683615819209,1742.0
217.39999999999998,14,2010-11-09 17:59:00,2010-11-09 17:59:00,0,15.528571428571427,Medium,United Kingdom,0.0,0.0,0.0
3260.0,104,2010-03-03 14:13:00,2010-10-15 10:18:00,225,31.346153846153847,VIP,United Kingdom,0.6164383561643836,168.7111111111111,3260.0
994.23,52,2010-04-07 14:32:00,2010-11-12 16:59:00,219,19.119807692307692,High,United Kingdom,0.6,86.66666666666667,995.0
213.01,42,2010-03-12 15:28:00,2010-03-12 15:28:00,0,5.071666666666666,Medium,United Kingdom,0.0,0.0,0.0
740.6700000000001,63,2009-12-09 13:25:00,2010-04-07 12:14:00,118,11.756666666666668,High,United Kingdom,0.3232876712328767,194.8728813559322,741.0
1839.03,101,2009-12-09 17:13:00,2010-11-17 13:50:00,342,18.208217821782178,VIP,United Kingdom,0.936986301369863,107.79239766081871,1840.0
724.73,39,2010-01-24 14:57:00,2010-09-30 10:44:00,248,18.582820512820515,High,United Kingdom,0.6794520547945205,57.399193548387096,725.0
487.03000000000003,29,2009-12-04 15:28:00,2010-10-25 12:18:00,324,16.794137931034484,Medium,United Kingdom,0.8876712328767123,32.66975308641975,488.0
6695.6900000000005,27,2010-04-16 08:42:00,2010-07-19 12:04:00,94,247.98851851851853,VIP,United Kingdom,0.25753424657534246,104.84042553191489,6696.0
6879.2300000000005,452,2009-12-13 13:31:00,2010-11-28 13:43:00,350,15.21953539823009,VIP,United Kingdom,0.958904109589041,471.3714285714286,6880.0
2022.67,364,2009-12-06 12:07:00,2010-10-10 11:41:00,307,5.556785714285715,VIP,United Kingdom,0.8410958904109589,432.7687296416938,2023.0
434.78000000000003,89,2010-11-08 15:23:00,2010-11-08 15:23:00,0,4.885168539325843,Medium,United Kingdom,0.0,0.0,0.0
75.3,3,2010-06-30 10:25:00,2010-06-30 10:25:00,0,25.099999999999998,Low,United Kingdom,0.0,0.0,0.0
1232.02,71,2009-12-02 12:22:00,2010-10-20 13:30:00,322,17.35239436619718,VIP,United Kingdom,0.8821917808219178,80.48136645962732,1233.0
477.32,31,2010-06-11 17:19:00,2010-06-11 17:19:00,0,15.397419354838709,Medium,United Kingdom,0.0,0.0,0.0
176.69,9,2010-10-22 11:55:00,2010-10-22 11:55:00,0,19.63222222222222,Medium,United Kingdom,0.0,0.0,0.0
169.79999999999998,5,2010-10-11 09:15:00,2010-12-01 10:37:00,51,33.959999999999994,Medium,United Kingdom,0.13972602739726028,35.78431372549019,170.0
1320.1,31,2009-12-01 16:44:00,2010-12-01 09:00:00,364,42.58387096774193,VIP,United Kingdom,0.9972602739726028,31.085164835164836,1321.0
1954.92,51,2010-04-01 14:49:00,2010-11-24 11:07:00,236,38.33176470588236,VIP,United Kingdom,0.6465753424657534,78.87711864406779,1955.0
404.45000000000005,19,2010-06-30 10:23:00,2010-06-30 10:23:00,0,21.286842105263162,Medium,United Kingdom,0.0,0.0,0.0
1353.31,45,2009-12-03 10:20:00,2010-04-20 14:08:00,138,30.073555555555554,VIP,United Kingdom,0.3780821917808219,119.02173913043478,1354.0
164.45000000000002,9,2010-09-28 15:29:00,2010-09-28 15:29:00,0,18.272222222222226,Medium,United Kingdom,0.0,0.0,0.0
3999.2300000000005,203,2009-12-15 15:18:00,2010-12-07 11:41:00,356,19.700640394088673,VIP,United Kingdom,0.9753424657534246,208.13202247191012,4000.0
195.55,8,2010-02-03 12:37:00,2010-02-03 12:37:00,0,24.44375,Medium,United Kingdom,0.0,0.0,0.0
6226.43,192,2009-12-01 10:06:00,2010-12-08 15:39:00,372,32.42932291666667,VIP,United Kingdom,1.0191780821917809,188.38709677419354,6227.0
1076.85,62,2010-04-25 13:10:00,2010-10-31 15:18:00,189,17.368548387096773,VIP,United Kingdom,0.5178082191780822,119.73544973544973,1077.0
881.52,52,2010-02-21 11:08:00,2010-07-25 12:50:00,154,16.95230769230769,High,United Kingdom,0.42191780821917807,123.24675324675324,882.0
2165.76,28,2010-01-10 12:13:00,2010-04-25 15:51:00,105,77.34857142857143,VIP,United Kingdom,0.2876712328767123,97.33333333333334,2166.0
3502.48,35,2010-09-30 17:39:00,2010-10-18 13:25:00,17,100.07085714285715,VIP,United Kingdom,0.04657534246575343,751.470588235294,3503.0
1400.2,163,2010-03-07 12:56:00,2010-05-19 15:47:00,73,8.590184049079754,VIP,United Kingdom,0.2,815.0,1401.0
352.821,17,2010-02-24 13:46:00,2010-02-24 13:46:00,0,20.754176470588238,Medium,United Kingdom,0.0,0.0,0.0
190.35,17,2010-08-01 14:25:00,2010-08-01 14:25:00,0,11.197058823529412,Medium,United Kingdom,0.0,0.0,0.0
18320.170000000002,427,2009-12-01 10:52:00,2010-12-05 13:29:00,369,42.904379391100704,VIP,United Kingdom,1.010958904109589,422.37127371273715,18321.0
875.97,33,2009-12-09 10:25:00,2009-12-13 10:41:00,4,26.544545454545457,High,United Kingdom,0.010958904109589041,3011.25,876.0
3003.9100000000003,150,2009-12-16 11:59:00,2010-12-07 13:28:00,356,20.02606666666667,VIP,United Kingdom,0.9753424657534246,153.7921348314607,3004.0
785.37,48,2009-12-09 14:44:00,2010-10-13 15:10:00,308,16.361875,High,United Kingdom,0.8438356164383561,56.883116883116884,786.0
3094.37,97,2010-02-25 12:37:00,2010-06-24 13:42:00,119,31.900721649484534,VIP,United Kingdom,0.32602739726027397,297.52100840336135,3095.0
1977.39,394,2010-02-23 13:55:00,2010-11-04 13:14:00,253,5.018756345177665,VIP,United Kingdom,0.6931506849315069,568.4189723320158,1978.0
301.54,19,2010-02-18 10:27:00,2010-11-08 11:49:00,263,15.870526315789474,Medium,United Kingdom,0.7205479452054795,26.368821292775664,302.0
1049.66,63,2010-04-28 12:15:00,2010-04-28 12:15:00,0,16.661269841269842,VIP,United Kingdom,0.0,0.0,0.0
623.98,2,2010-10-07 16:07:00,2010-10-07 16:11:00,0,311.99,High,United Kingdom,0.0,0.0,0.0
30501.260000000002,194,2009-12-02 09:47:00,2010-12-08 15:35:00,371,157.22298969072165,VIP,United Kingdom,1.0164383561643835,190.8625336927224,30502.0
945.79,35,2010-05-23 13:34:00,2010-08-05 14:52:00,74,27.02257142857143,High,United Kingdom,0.20273972602739726,172.63513513513513,946.0
161.13,27,2010-07-12 11:24:00,2010-07-12 11:24:00,0,5.967777777777777,Medium,United Kingdom,0.0,0.0,0.0
372.06,41,2010-10-28 19:51:00,2010-10-28 19:51:00,0,9.074634146341463,Medium,United Kingdom,0.0,0.0,0.0
650.99,40,2009-12-18 15:46:00,2010-04-26 14:30:00,128,16.27475,High,United Kingdom,0.3506849315068493,114.0625,651.0
877.22,125,2009-12-06 12:52:00,2010-09-12 10:40:00,279,7.01776,High,United Kingdom,0.7643835616438356,163.5304659498208,878.0
1542.09,10,2010-02-04 13:47:00,2010-08-09 09:23:00,185,154.209,VIP,United Kingdom,0.5068493150684932,19.72972972972973,1543.0
447.44,12,2010-09-15 12:27:00,2010-10-01 08:19:00,15,37.28666666666667,Medium,United Kingdom,0.0410958904109589,292.0,448.0
542.49,30,2010-09-05 16:01:00,2010-10-07 09:25:00,31,18.083000000000002,High,United Kingdom,0.08493150684931507,353.2258064516129,543.0
3127.99,116,2009-12-03 15:32:00,2010-12-07 13:53:00,368,26.965431034482755,VIP,United Kingdom,1.0082191780821919,115.05434782608695,3128.0
913.46,55,2010-01-14 10:13:00,2010-09-07 11:55:00,236,16.608363636363638,High,United Kingdom,0.6465753424657534,85.0635593220339,914.0
3.75,1,2010-07-22 15:50:00,2010-07-22 15:50:00,0,3.75,Low,United Kingdom,0.0,0.0,0.0
239.45999999999998,18,2010-11-16 15:31:00,2010-11-16 15:31:00,0,13.303333333333333,Medium,United Kingdom,0.0,0.0,0.0
188.4,10,2010-10-13 11:05:00,2010-10-13 11:05:00,0,18.84,Medium,United Kingdom,0.0,0.0,0.0
96.0,7,2010-03-03 08:25:00,2010-03-03 08:25:00,0,13.714285714285714,Low,United Kingdom,0.0,0.0,0.0
126.03,9,2010-06-11 12:30:00,2010-06-11 12:30:00,0,14.003333333333334,Medium,United Kingdom,0.0,0.0,0.0
836.3,29,2010-03-12 12:44:00,2010-11-16 17:25:00,249,28.837931034482757,High,United Kingdom,0.6821917808219178,42.510040160642575,837.0
289.7,22,2010-07-28 14:45:00,2010-07-28 14:45:00,0,13.168181818181818,Medium,United Kingdom,0.0,0.0,0.0
1179.45,78,2010-03-02 12:17:00,2010-09-29 10:34:00,210,15.121153846153847,VIP,United Kingdom,0.5753424657534246,135.57142857142858,1180.0
38683.02,373,2009-12-08 16:21:00,2010-12-02 17:24:00,359,103.70782841823055,VIP,United Kingdom,0.9835616438356164,379.2339832869081,38684.0
2114.71,67,2010-03-05 16:39:00,2010-09-21 12:02:00,199,31.562835820895522,VIP,United Kingdom,0.5452054794520548,122.88944723618091,2115.0
1121.24,40,2009-12-03 10:03:00,2010-10-05 14:19:00,306,28.031,VIP,United Kingdom,0.8383561643835616,47.712418300653596,1122.0
21659.69,388,2010-02-16 10:11:00,2010-11-30 12:28:00,287,55.82394329896907,VIP,United Kingdom,0.7863013698630137,493.44947735191636,21660.0
1061.84,61,2010-03-31 10:00:00,2010-10-04 10:52:00,187,17.407213114754096,VIP,United Kingdom,0.5123287671232877,119.06417112299465,1062.0
572.73,32,2010-09-29 10:26:00,2010-09-30 16:20:00,1,17.8978125,High,United Kingdom,0.0027397260273972603,11680.0,573.0
422.2,25,2009-12-04 12:41:00,2010-12-07 15:48:00,368,16.887999999999998,Medium,United Kingdom,1.0082191780821919,24.79619565217391,423.0
524.65,13,2010-09-05 11:42:00,2010-11-10 09:35:00,65,40.357692307692304,High,Cyprus,0.1780821917808219,73.0,525.0
1398.61,74,2009-12-06 10:16:00,2010-06-30 08:50:00,205,18.900135135135134,VIP,Germany,0.5616438356164384,131.7560975609756,1399.0
678.2,22,2010-06-30 14:12:00,2010-06-30 14:12:00,0,30.827272727272728,High,Germany,0.0,0.0,0.0
3448.38,180,2010-02-12 10:26:00,2010-10-29 11:42:00,259,19.157666666666668,VIP,Germany,0.7095890410958904,253.66795366795367,3449.0
61.28,5,2010-10-06 12:35:00,2010-10-06 12:35:00,0,12.256,Low,United Kingdom,0.0,0.0,0.0
1502.0,65,2009-12-01 16:18:00,2010-02-08 15:30:00,68,23.107692307692307,VIP,United Kingdom,0.1863013698630137,348.8970588235294,1502.0
652.75,89,2010-01-28 12:26:00,2010-10-17 13:46:00,262,7.334269662921348,High,United Kingdom,0.7178082191780822,123.9885496183206,653.0
993.44,145,2010-01-04 13:36:00,2010-11-11 13:24:00,310,6.851310344827587,High,United Kingdom,0.8493150684931506,170.72580645161293,994.0
2445.79,123,2009-12-15 14:34:00,2010-11-24 13:32:00,343,19.884471544715446,VIP,United Kingdom,0.9397260273972603,130.88921282798833,2446.0
1615.82,54,2010-03-12 15:17:00,2010-11-25 17:33:00,258,29.92259259259259,VIP,United Kingdom,0.7068493150684931,76.3953488372093,1616.0
255.59,40,2009-12-09 14:30:00,2010-03-28 11:02:00,108,6.38975,Medium,United Kingdom,0.2958904109589041,135.1851851851852,256.0
102.0,1,2010-10-14 18:19:00,2010-10-14 18:19:00,0,102.0,Medium,United Kingdom,0.0,0.0,0.0
156.85000000000002,11,2010-05-07 12:24:00,2010-05-07 12:24:00,0,14.259090909090911,Medium,United Kingdom,0.0,0.0,0.0
4795.09,112,2009-12-10 14:50:00,2010-12-05 12:13:00,359,42.81330357142857,VIP,United Kingdom,0.9835616438356164,113.87186629526462,4796.0
557.6899999999999,52,2010-10-13 14:41:00,2010-10-13 14:41:00,0,10.72480769230769,High,United Kingdom,0.0,0.0,0.0
316.56,16,2010-10-31 14:11:00,2010-10-31 14:11:00,0,19.785,Medium,United Kingdom,0.0,0.0,0.0
324.19,16,2010-02-08 12:52:00,2010-05-12 10:27:00,92,20.261875,Medium,United Kingdom,0.25205479452054796,63.47826086956521,325.0
260.7,16,2010-03-04 08:26:00,2010-07-08 11:50:00,126,16.29375,Medium,United Kingdom,0.3452054794520548,46.34920634920635,261.0
620.37,31,2010-10-21 13:27:00,2010-11-05 13:31:00,15,20.011935483870968,High,United Kingdom,0.0410958904109589,754.3333333333334,621.0
1245.91,287,2010-05-09 11:40:00,2010-12-05 10:45:00,209,4.3411498257839725,VIP,United Kingdom,0.5726027397260274,501.2200956937799,1246.0
139.95000000000002,7,2010-08-10 13:52:00,2010-08-10 13:52:00,0,19.992857142857144,Medium,United Kingdom,0.0,0.0,0.0
651.4,40,2010-10-19 13:34:00,2010-10-19 13:34:00,0,16.285,High,United Kingdom,0.0,0.0,0.0
2244.29,149,2010-02-16 15:54:00,2010-12-08 10:39:00,294,15.062348993288591,VIP,United Kingdom,0.8054794520547945,184.98299319727892,2245.0
319.75,18,2010-11-23 17:48:00,2010-11-23 17:48:00,0,17.76388888888889,Medium,United Kingdom,0.0,0.0,0.0
442.73,26,2010-11-05 09:47:00,2010-11-05 09:47:00,0,17.028076923076924,Medium,United Kingdom,0.0,0.0,0.0
310.72,19,2009-12-20 10:41:00,2009-12-20 10:41:00,0,16.353684210526318,Medium,United Kingdom,0.0,0.0,0.0
2080.0,6,2009-12-09 16:17:00,2010-12-08 15:10:00,363,346.6666666666667,VIP,United Kingdom,0.9945205479452055,6.033057851239669,2080.0
1931.35,119,2010-03-25 12:03:00,2010-11-07 12:13:00,227,16.22983193277311,VIP,United Kingdom,0.6219178082191781,191.34361233480178,1932.0
1955.0,59,2010-01-29 11:54:00,2010-11-25 11:34:00,299,33.13559322033898,VIP,United Kingdom,0.8191780821917808,72.02341137123746,1955.0
187.35000000000002,11,2010-04-08 09:06:00,2010-04-08 09:06:00,0,17.031818181818185,Medium,United Kingdom,0.0,0.0,0.0
4144.44,71,2010-01-08 11:28:00,2010-12-09 10:48:00,334,58.37239436619718,VIP,United Kingdom,0.915068493150685,77.58982035928143,4145.0
1310.3400000000001,73,2009-12-08 16:56:00,2010-07-27 09:53:00,230,17.949863013698632,VIP,United Kingdom,0.6301369863013698,115.84782608695653,1311.0
753.53,40,2010-03-30 15:40:00,2010-09-02 18:24:00,156,18.83825,High,United Kingdom,0.4273972602739726,93.58974358974359,754.0
1001.01,128,2010-05-17 14:21:00,2010-11-11 12:54:00,177,7.820390625,VIP,United Kingdom,0.4849315068493151,263.954802259887,1002.0
314.7,8,2010-06-28 15:36:00,2010-06-28 15:36:00,0,39.3375,Medium,United Kingdom,0.0,0.0,0.0
273.26,21,2010-06-27 11:37:00,2010-10-06 14:20:00,101,13.012380952380951,Medium,United Kingdom,0.27671232876712326,75.8910891089109,274.0
346.73,21,2010-11-15 13:43:00,2010-11-15 13:43:00,0,16.510952380952382,Medium,United Kingdom,0.0,0.0,0.0
933.77,50,2010-04-25 13:09:00,2010-08-31 12:57:00,127,18.6754,High,United Kingdom,0.34794520547945207,143.7007874015748,934.0
